City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Nyrob,60.733,56.7202,64.49,91,29,4.18,RU,1660015396
Pitsunda,43.1592,40.3378,69.98,55,0,5.08,GE,1660015396
Tiksi,71.6872,128.8694,52.14,75,100,10.38,RU,1660015396
Daru,-9.0763,143.2092,81.16,73,3,13.98,PG,1660015397
Shumyachi,53.8583,32.4242,57.31,77,100,5.99,RU,1660015397
Kawalu,-7.3817,108.2082,76.23,77,87,2.57,ID,1660015397
Aitape,-3.1374,142.3475,83.35,75,66,8.21,PG,1660015398
Bertinoro,44.1469,12.1389,70.29,94,20,3.0,IT,1660015398
Cabatuan,10.8794,122.486,81.99,79,99,4.43,PH,1660015398
Hasaki,35.7333,140.8333,95.29,73,77,25.14,JP,1660015399
Alofi,-19.0595,-169.9187,78.69,69,75,13.8,NU,1660015399
Two Hills,53.7169,-111.7518,61.16,59,0,7.4,CA,1660015400
Kavaratti,10.5669,72.642,80.82,83,100,22.82,IN,1660015157
Pangnirtung,66.1451,-65.7125,43.29,81,51,1.99,CA,1660015404
Khovd,48.0056,91.6419,71.56,36,100,2.55,MN,1660015405
San Andrés,12.5847,-81.7006,82.42,83,100,6.91,CO,1660015405
Dimitrovgrad,54.2139,49.6184,68.9,78,100,3.53,RU,1660015405
Skibbereen,51.55,-9.2667,54.1,78,55,5.17,IE,1660015406
Bud,39.447,-86.1758,80.55,86,1,7.09,US,1660015406
Ponta do Sol,32.6667,-17.1,71.71,80,0,3.6,PT,1660015406
Ørje,59.4802,11.6602,50.36,98,100,3.38,NO,1660015407
Isla Vista,34.4133,-119.861,79.02,64,0,5.75,US,1660015407
Forécariah,9.4306,-13.0881,74.16,96,93,1.81,GN,1660015407
Nemuro,43.3236,145.575,68.31,94,100,17.49,JP,1660015408
Aripuanã,-9.1667,-60.6333,74.17,72,18,0.89,BR,1660015408
Inírida,3.8653,-67.9239,73.87,97,60,3.02,CO,1660015408
Harrison,30.4091,-89.0436,77.07,91,0,3.44,US,1660015409
Los Llanos de Aridane,28.6585,-17.9182,67.75,78,100,16.11,ES,1660015409
Teeli,51.0333,90.2333,68.45,51,2,2.55,RU,1660015409
Solnechnyy,50.7214,136.6319,69.03,51,60,8.99,RU,1660015410
Rome,43.2128,-75.4557,77.67,94,0,0.0,US,1660015410
Springbok,-29.6643,17.8865,49.24,40,27,8.84,ZA,1660015410
Qasigiannguit,68.8193,-51.1922,41.25,98,100,8.55,GL,1660015411
Seredka,58.1584,28.1858,51.55,91,100,1.1,RU,1660015411
Ballarat,-37.5662,143.8496,52.74,45,4,4.25,AU,1660015411
Kavieng,-2.5744,150.7967,83.53,71,24,9.78,PG,1660015412
Port-Gentil,-0.7193,8.7815,73.85,84,100,16.62,GA,1660015412
Hirara,24.8,125.2833,86.27,79,40,10.36,JP,1660015412
Gold Coast,-28.0,153.4333,72.77,60,40,11.5,AU,1660015342
Acaraú,-2.8856,-40.12,75.88,85,3,13.38,BR,1660015413
Necochea,-38.5473,-58.7368,46.04,59,99,6.38,AR,1660015413
Fortuna,40.5982,-124.1573,64.92,80,0,9.22,US,1660015413
Srednekolymsk,67.45,153.6833,82.09,39,73,3.42,RU,1660015414
Esim,4.8699,-2.2405,74.14,82,97,8.25,GH,1660015414
Tura,25.5198,90.2201,82.63,73,3,6.2,IN,1660015414
Tokur,53.1333,132.9,50.54,94,100,1.77,RU,1660015414
Lokosovo,61.1333,74.8167,73.49,58,0,3.62,RU,1660015415
Artigas,-30.4,-56.4667,52.03,88,99,15.93,UY,1660015286
Santa Isabel Rio Negro,-0.4139,-65.0192,73.98,94,72,2.01,BR,1660015403
Hauge i Dalane,58.3436,6.2812,56.7,87,100,8.08,NO,1660015415
Chancay,-11.5714,-77.2672,60.4,87,51,8.1,PE,1660015416
Forsytheganj,52.6333,29.7333,56.35,80,100,5.03,BY,1660015416
Clyde River,70.4692,-68.5914,43.03,75,100,21.85,CA,1660015416
Makakilo City,21.3469,-158.0858,82.72,58,40,16.11,US,1660015416
Nanticoke,41.2054,-76.0049,78.48,95,86,3.98,US,1660015417
Sabirabad,40.0095,48.4752,79.23,54,76,2.68,AZ,1660015420
Mount Gambier,-37.8333,140.7667,57.49,53,5,4.72,AU,1660015420
Chokurdakh,70.6333,147.9167,70.74,45,71,4.7,RU,1660015398
Vila Franca do Campo,37.7167,-25.4333,70.21,89,49,4.47,PT,1660015421
Nur-Sultan,51.1801,71.446,60.75,88,75,4.47,KZ,1660015242
Nouadhibou,20.931,-17.0347,75.18,88,8,10.36,MR,1660015421
Ozernovskiy,51.5,156.5167,60.17,82,100,12.71,RU,1660015421
Souillac,-20.5167,57.5167,70.18,78,40,8.05,MU,1660015425
Kumul,42.8,93.45,94.08,17,0,7.4,CN,1660015394
Rawson,-43.3002,-65.1023,43.03,69,51,15.35,AR,1660015425
Tommot,58.9564,126.2925,55.09,97,100,10.92,RU,1660015425
Opuwo,-18.0607,13.84,62.29,26,0,4.5,NA,1660015426
Tuatapere,-46.1333,167.6833,44.11,56,5,5.39,NZ,1660015426
Kaliningrad,54.7065,20.511,51.85,90,52,1.92,RU,1660015426
Illapel,-31.6308,-71.1653,53.1,36,0,5.03,CL,1660015426
Katima Mulilo,-17.5,24.2667,55.09,35,0,3.22,NA,1660015427
Sur,22.5667,59.5289,90.46,51,99,2.71,OM,1660015427
Presidente Venceslau,-21.8761,-51.8439,66.87,95,100,4.07,BR,1660015427
Chengde,40.9725,117.9361,72.36,77,100,1.03,CN,1660015428
Tanabe,33.7333,135.3667,88.81,74,20,9.22,JP,1660015428
Bongandanga,1.5,21.05,70.56,87,44,2.24,CD,1660015428
Jerez,14.1,-89.75,66.54,94,99,3.29,GT,1660015429
Jacareacanga,-6.2222,-57.7528,76.26,73,100,1.12,BR,1660015429
Kato Souli,38.1667,24.0,82.27,57,0,15.73,GR,1660015429
İdil,37.3411,41.8895,79.09,33,0,2.17,TR,1660015430
Kongolo,-5.3833,27.0,71.94,38,0,1.45,CD,1660015430
Harper,4.375,-7.7169,74.05,82,94,9.75,LR,1660015430
Muzhi,65.3667,64.6667,63.55,55,61,11.03,RU,1660015430
Pangai,-19.8,-174.35,80.71,89,20,11.5,TO,1660015339
Yerbogachën,61.2767,108.0108,59.74,68,97,2.91,RU,1660015431
Zambezi,-13.5432,23.1047,51.75,33,0,5.66,ZM,1660015431
Benjamin Constant,-4.3831,-70.0311,75.33,89,72,1.12,BR,1660015431
Ust-Kuyga,70.0167,135.6,68.13,45,80,3.94,RU,1660015432
Nicoya,10.1483,-85.452,74.14,88,100,2.62,CR,1660015432
Lorengau,-2.0226,147.2712,84.11,71,55,10.87,PG,1660015228
Mitsamiouli,-11.3847,43.2844,74.57,67,78,5.37,KM,1660015434
Kungurtug,50.5994,97.5228,67.59,54,100,0.78,RU,1660015435
Chalon-sur-Saône,46.7833,4.85,59.83,60,1,7.87,FR,1660015435
Marawi,7.9986,124.2928,81.63,60,87,4.47,PH,1660015435
Beringovskiy,63.05,179.3167,48.16,61,23,7.05,RU,1660015436
Vardø,70.3705,31.1107,49.98,87,100,4.61,NO,1660015436
Aksu,41.1231,80.2644,80.38,42,100,5.1,CN,1660015436
Airai,-8.9266,125.4092,75.07,43,89,5.57,TL,1660015436
Shuya,56.8487,41.3883,58.26,91,91,4.88,RU,1660015437
The Valley,18.217,-63.0578,82.26,78,0,19.19,AI,1660015383
Moindou,-21.6924,165.677,69.85,58,89,9.86,NC,1660015437
Tazovsky,67.4667,78.7,56.21,85,34,14.0,RU,1660015437
Lerwick,60.1545,-1.1494,55.4,92,100,11.68,GB,1660015438
Leningradskiy,69.3833,178.4167,40.57,75,57,5.3,RU,1660015438
Stokmarknes,68.5646,14.9108,55.38,88,75,16.11,NO,1660015438
Jizan,17.3333,42.6667,81.54,75,91,4.27,SA,1660015439
Big Spring,32.2504,-101.4787,84.65,48,100,11.5,US,1660015439
Atambua,-9.1061,124.8925,84.33,48,77,2.55,ID,1660015439
Shitanjing,39.2342,106.3439,69.19,73,99,8.08,CN,1660015440
Pengcheng,36.4311,114.17,68.9,86,100,13.87,CN,1660015440
Martin,27.0837,-80.4164,83.93,91,34,7.67,US,1660015440
Sukhumi,43.0033,41.0153,71.6,51,0,4.41,GE,1660015440
Sungai Penuh,-2.0833,101.3833,76.68,65,46,2.51,ID,1660015441
Arroyo Grande,35.1186,-120.5907,68.04,78,0,12.66,US,1660015441
Verāval,20.9,70.3667,82.26,85,100,11.16,IN,1660015441
Conakry,9.538,-13.6773,77.09,86,85,5.82,GN,1660015442
Kānker,20.2719,81.4931,76.91,90,100,5.26,IN,1660015442
Nome,64.5011,-165.4064,55.47,62,75,11.5,US,1660015442
Norwich,52.6278,1.2983,58.93,92,5,3.44,GB,1660015273
Iqaluit,63.7506,-68.5145,47.93,76,20,5.75,CA,1660015392
Puerto Escondido,15.85,-97.0667,80.49,83,99,4.47,MX,1660015445
Bilma,18.6853,12.9164,84.38,51,78,10.09,NE,1660015445
Hecun,36.5333,114.1111,68.0,86,100,12.8,CN,1660015445
Eyl,7.9803,49.8164,76.21,68,84,21.21,SO,1660015446
Durango,24.8333,-104.8333,65.71,59,69,4.85,MX,1660015446
Kalmunai,7.4167,81.8167,81.73,58,90,5.5,LK,1660015446
Nagato,34.3833,131.2,87.85,64,84,13.09,JP,1660015447
Conde,-7.2597,-34.9075,71.06,94,20,5.75,BR,1660015447
Lagos,6.5833,3.75,73.51,87,100,4.63,NG,1660015283
Robertsport,6.7533,-11.3686,76.06,85,100,11.03,LR,1660015222
Turochak,52.2576,87.1224,68.83,72,67,1.61,RU,1660015447
Gigmoto,13.7796,124.39,85.3,72,100,4.36,PH,1660015448
Atasū,48.6814,71.6433,66.42,59,93,9.08,KZ,1660015448
Esmeralda,21.8525,-78.1169,79.68,84,51,12.01,CU,1660015449
Pitimbu,-7.4706,-34.8086,72.19,80,80,12.08,BR,1660015449
Tigzirt,36.8886,4.1198,79.43,51,0,7.45,DZ,1660015449
Saldanha,-33.0117,17.9442,42.85,81,0,5.12,ZA,1660015450
Tubli,13.9318,124.1478,84.81,73,100,0.47,PH,1660015450
Mastic Beach,40.7668,-72.8521,79.54,89,0,21.99,US,1660015450
Saint-Raphaël,19.4333,-72.2,72.82,86,100,2.64,HT,1660015451
Aasiaat,68.7098,-52.8699,38.16,95,100,11.12,GL,1660015451
Ilebo,-4.3167,20.5833,70.05,39,0,0.6,CD,1660015452
Lamu,-2.2717,40.902,71.82,79,25,16.13,KE,1660015453
Inuvik,68.3499,-133.7218,63.46,55,75,4.61,CA,1660015456
Stavern,59.0,10.0333,55.31,97,100,3.0,NO,1660015456
Oudtshoorn,-33.5907,22.2014,59.36,69,31,5.77,ZA,1660015456
Nabire,-3.3667,135.4833,76.33,92,100,4.65,ID,1660015457
Dongsheng,39.8161,109.9776,66.9,65,97,17.05,CN,1660015457
Bonthe,7.5264,-12.505,75.63,89,100,7.49,SL,1660015458
Pacific Grove,36.6177,-121.9166,69.48,84,0,8.05,US,1660015458
Aswān,24.0934,32.907,87.71,26,12,9.91,EG,1660015458
Periyapatti,10.75,77.2667,78.01,63,100,22.53,IN,1660015459
Baghdad,33.3406,44.4009,82.31,26,0,8.05,IQ,1660015237
Pāli,25.7667,73.3333,88.9,61,19,8.9,IN,1660015460
Kolokani,13.5728,-8.0339,72.54,80,100,1.3,ML,1660015461
Ilhabela,-23.7781,-45.3581,67.21,90,100,4.65,BR,1660015461
Walvis Bay,-22.9575,14.5053,52.09,93,0,3.44,NA,1660015461
Collie,-33.3667,116.15,47.66,90,97,9.51,AU,1660015462
Krasnoarmiys'k,48.282,37.1758,68.32,39,0,7.05,UA,1660015462
Blackwater,-23.5833,148.8833,67.03,30,0,6.08,AU,1660015462
Polunochnoye,60.8697,60.4153,70.72,65,14,3.29,RU,1660015463
Cherskiy,68.75,161.3,71.22,28,97,16.82,RU,1660015463
Hobyo,5.3505,48.5268,75.34,82,77,22.1,SO,1660015464
Grindavik,63.8424,-22.4338,52.27,100,100,23.02,IS,1660015464
Wilmington,34.2257,-77.9447,82.85,74,0,8.05,US,1660015206
Uyo,5.0333,7.9266,72.79,96,100,3.67,NG,1660015464
Jalu,29.0331,21.5482,78.87,65,0,8.79,LY,1660015465
Takhli,15.2634,100.3438,75.09,93,100,2.95,TH,1660015465
Ivaiporã,-24.2478,-51.6847,59.99,98,100,2.04,BR,1660015465
Lakes Entrance,-37.8811,147.981,57.16,63,5,4.7,AU,1660015466
Kamenka,51.3223,42.7678,68.23,50,13,5.64,RU,1660015466
Gijang,35.2442,129.2139,89.33,69,100,16.53,KR,1660015466
Melo,-32.3667,-54.1833,44.82,94,25,11.23,UY,1660015467
Vysokogornyy,50.1167,139.15,69.37,45,28,13.98,RU,1660015467
La Ronge,55.1001,-105.2842,57.45,82,100,17.27,CA,1660015468
Utamysh,42.4072,47.7511,73.18,59,6,4.79,RU,1660015468
Loreto,22.2667,-101.9667,62.96,68,33,20.69,MX,1660015468
Río Gallegos,-51.6226,-69.2181,39.25,65,0,11.5,AR,1660015468
Guerrero Negro,27.9769,-114.0611,75.6,77,13,14.97,MX,1660015469
Najrān,17.4924,44.1277,81.25,58,24,7.14,SA,1660015469
Mayumba,-3.432,10.6554,68.83,94,97,3.44,GA,1660015469
Mwinilunga,-11.7358,24.4293,53.33,46,0,4.14,ZM,1660015470
Arrondissement d'Arcachon,44.5875,-1.0519,71.92,45,0,6.91,FR,1660015470
Ayagoz,47.9714,80.4392,73.56,48,64,8.23,KZ,1660015470
Borovoy,55.4333,86.0833,70.88,60,0,8.95,RU,1660015471
Sevierville,35.8681,-83.5618,78.44,87,0,0.0,US,1660015471
Bairiki Village,1.3292,172.9752,87.8,70,40,12.66,KI,1660015471
Yangi Marg`ilon,40.4272,71.7189,88.52,25,0,6.91,UZ,1660015472
Dinguiraye,11.3,-10.7167,69.33,97,100,2.1,GN,1660015472
Eureka,40.8021,-124.1637,67.68,82,4,3.0,US,1660015302
Starachowice,51.0374,21.0713,57.65,84,0,3.2,PL,1660015472
Srīvardhan,18.0333,73.0167,79.48,88,100,21.43,IN,1660015473
Tynda,55.1667,124.7167,51.62,98,100,3.74,RU,1660015473
Sigli,5.3848,95.9609,84.15,56,99,1.16,ID,1660015473
Maragogi,-9.0122,-35.2225,74.52,76,99,9.1,BR,1660015438
Cruzeiro,-22.5761,-44.9628,64.2,84,100,0.47,BR,1660015474
Ribeira Brava,32.65,-17.0667,71.71,81,0,3.29,PT,1660015474
Zhirnovsk,50.9845,44.7735,70.72,51,3,4.47,RU,1660015474
Cervo,43.6702,-7.4101,66.31,92,18,7.58,ES,1660015475
Lynn Haven,30.2455,-85.6483,78.06,91,95,1.88,US,1660015475
Taoudenni,22.6783,-3.9836,99.81,11,6,16.22,ML,1660015270
Vilyuysk,63.7553,121.6247,67.64,59,100,9.57,RU,1660015475
Karpogory,64.0019,44.4451,54.61,76,54,0.56,RU,1660015476
Pisco,-13.7,-76.2167,58.01,82,20,5.75,PE,1660015476
Uvira,-3.4067,29.1458,70.74,54,9,4.54,CD,1660015476
Nishihara,26.1842,127.7558,91.06,70,75,10.36,JP,1660015477
Manakara,-22.1333,48.0167,64.69,81,56,2.68,MG,1660015477
Uray,60.1247,64.7758,72.93,60,19,5.03,RU,1660015231
Iquique,-20.2208,-70.1431,55.44,72,3,4.52,CL,1660015477
Zlynka,52.4267,31.7378,57.61,81,100,6.53,RU,1660015477
Lagoa,39.05,-27.9833,73.06,78,4,13.09,PT,1660015459
Ladário,-19.0047,-57.6017,66.25,95,89,4.41,BR,1660015478
Abu Samrah,35.3029,37.1841,69.8,78,0,9.28,SY,1660015478
Novorzhev,57.0294,29.3338,55.8,91,100,3.13,RU,1660015478
Kununurra,-15.7667,128.7333,91.38,25,3,9.22,AU,1660015393
Gunnedah,-30.9833,150.25,59.83,45,2,8.32,AU,1660015479
San Jose,37.3394,-121.895,73.31,66,20,16.11,US,1660015307
Van Wert,40.8695,-84.5841,77.94,94,75,5.75,US,1660015479
Khor,47.8861,134.9464,73.04,64,2,14.76,RU,1660015480
Yar-Sale,66.8333,70.8333,57.56,68,98,7.2,RU,1660015480
Biltine,14.5333,20.9167,75.51,75,100,9.28,TD,1660015480
Ola,59.5833,151.2833,79.14,56,87,0.69,RU,1660015480
Zhigansk,66.7697,123.3711,60.08,65,53,12.48,RU,1660015481
Parabel',58.6978,81.4825,67.05,56,16,6.51,RU,1660015481
Plaisir,48.8232,1.9541,65.23,74,0,10.36,FR,1660015481
Boca do Acre,-8.7522,-67.3978,73.22,92,62,1.03,BR,1660015426
Pangody,65.85,74.4859,63.59,70,33,14.03,RU,1660015482
Kailua,21.4022,-157.7394,84.18,74,100,12.66,US,1660015482
Tianpeng,30.9866,103.9393,91.87,72,100,4.12,CN,1660015482
Namatanai,-3.6667,152.4333,84.94,65,37,4.88,PG,1660015393
San Juan,-31.5375,-68.5364,41.32,69,16,4.36,AR,1660015187
Kintinku,-5.8833,35.2333,60.46,69,36,2.73,TZ,1660015483
Kodinsk,58.6881,99.1844,70.75,48,54,0.65,RU,1660015483
Richards Bay,-28.783,32.0377,65.1,85,80,16.67,ZA,1660015483
São João da Barra,-21.6403,-41.0511,69.33,90,75,7.14,BR,1660015484
Marabu,4.4148,114.0089,87.94,74,40,5.75,MY,1660015484
Caiapônia,-16.9567,-51.8103,68.79,57,96,5.93,BR,1660015484
Kargasok,59.0556,80.8572,67.3,55,23,5.03,RU,1660015485
Mamakan,57.8161,114.0028,55.92,87,100,3.71,RU,1660015485
Omsukchan,62.5333,155.8,73.47,45,99,9.22,RU,1660015485
Vostok,46.4856,135.8833,71.04,41,0,12.5,RU,1660015485
Kiunga,-6.1219,141.2906,84.49,67,100,5.17,PG,1660015486
Iralaya,15.0,-83.2333,79.3,88,100,9.71,HN,1660015486
Dawan,24.34,112.948,88.05,66,86,5.39,CN,1660015486
Shingū,33.7333,135.9833,90.45,62,100,11.12,JP,1660015237
Sonqor,34.7837,47.6004,74.8,26,0,3.98,IR,1660015487
Churapcha,62.0025,132.4325,60.96,62,100,6.93,RU,1660015487
Mamu Kanjan,30.8333,72.8,91.04,58,16,8.1,PK,1660015487
Emerald,-23.5333,148.1667,65.34,44,0,11.56,AU,1660015488
Shache,38.4167,77.2406,81.97,39,88,2.91,CN,1660015488
Ogdensburg,44.6942,-75.4863,78.03,89,100,9.22,US,1660015488
Oistins,13.0667,-59.5333,82.49,83,40,17.27,BB,1660015365
Chirongui,-12.9319,45.1483,75.13,67,50,9.84,YT,1660015489
Lázaro Cárdenas,17.9583,-102.2,80.06,78,100,1.68,MX,1660015489
Sambava,-14.2667,50.1667,66.52,87,50,11.27,MG,1660015489
Kŭlob,37.9145,69.783,84.96,30,0,6.71,TJ,1660015490
Marsh Harbour,26.5412,-77.0636,83.61,76,4,13.42,BS,1660015490
Mogadishu,2.0371,45.3438,75.45,83,90,16.98,SO,1660015490
Lingao,19.9103,109.6859,84.83,78,98,13.98,CN,1660015491
Laguna,38.421,-121.4238,84.11,47,0,13.8,US,1660015491
Lucapa,-8.4192,20.7447,63.5,32,2,2.19,AO,1660015491
Adrar,20.5022,-10.0711,95.38,18,44,8.81,MR,1660015491
Kuching,1.55,110.3333,86.22,74,20,5.01,MY,1660015492
Kontagora,10.3999,5.4695,71.65,97,100,3.71,NG,1660015492
Düzce,40.8389,31.1639,69.28,93,89,2.24,TR,1660015492
Anadyr,64.75,177.4833,50.5,53,0,11.18,RU,1660015493
Aksarka,66.5606,67.7975,58.3,78,96,5.3,RU,1660015493
Tungor,53.3808,142.9564,63.95,91,99,8.1,RU,1660015493
Mirny,62.5353,113.9611,62.24,63,100,7.0,RU,1660015494
Japura,-0.3167,102.35,83.28,67,93,3.6,ID,1660015494
Grand-Santi,4.25,-54.3833,72.05,80,97,2.48,GF,1660015494
Puerto Madryn,-42.7692,-65.0385,43.92,68,64,19.08,AR,1660015255
Mossamedes,-15.1961,12.1522,61.74,93,0,4.43,AO,1660015495
Salinópolis,-0.6136,-47.3561,78.85,85,66,10.98,BR,1660015495
Belmonte,-15.8631,-38.8828,70.54,77,39,8.39,BR,1660015495
Saskylakh,71.9167,114.0833,64.35,57,37,11.88,RU,1660015215
Broken Hill,-31.95,141.4333,59.65,36,7,5.44,AU,1660015496
Thayetmyo,19.3167,95.1833,75.27,97,100,6.26,MM,1660015496
Estelle,29.8458,-90.1067,82.4,81,0,0.0,US,1660015435
Sabang,5.8933,95.3214,82.51,72,100,14.47,ID,1660015496
Havelock,34.8791,-76.9013,82.94,84,0,9.13,US,1660015497
Geraldton,-28.7667,114.6,57.61,72,75,21.85,AU,1660015497
Leshukonskoye,64.8989,45.7622,55.04,70,22,2.08,RU,1660015497
